"title","clientSpent","estimatedBudget","paymentVerified","techStack","matchesInDescription","keyword","link","jobDescription","date","proposal"
"Prompt Engineer for Text-to-Action AI (Multi-Agent System)","$600K+
spent","Hourly: $30.00 - $59.00 Expert Est. time: 1 to 3 months, Less than 30 hrs/week","Yes","Artificial Intelligence, Prompt Engineering, API, Machine Learning, UX Writing","No","agentic ai","https://www.upwork.com/jobs/Prompt-Engineer-for-Text-Action-span-class-highlight-span-Multi-span-class-highlight-Agent-span-System_~021918237931339229308/?referrer_url_path=/nx/search/jobs/","We’ve built an AI system that executes full tasks — not just responses. ""Bhindi"" lets users type a single prompt like “Create a launch plan and design assets”, and it instantly activates the right agents (e.g. Trello, Google Docs, Unsplash, Twitter, Notion, etc.) to search, generate, post, write, chart, or summarize — completely autonomously. 🔗 Try the app here: https://bhindi.io/ We’re now hiring a Prompt Engineer to help us unlock the full power of this system. Your job is to write and refine natural language prompts that trigger coordinated workflows across 40+ integrated agents. You’ll explore different verticals (marketing, research, crypto, education, automation, productivity, etc.) and create task prompts that are both creative and effective.","2025-05-28",""
"Tester for AI Product (LLM-Focused QA)","$600K+
spent","Hourly: $25.00 - $50.00 Expert Est. time: 3 to 6 months, Less than 30 hrs/week","Yes","Manual Testing, Regression Testing, Usability Testing, Test Case Design","Yes","agentic ai","https://www.upwork.com/jobs/Tester-for-span-class-highlight-span-Product-LLM-Focused_~021925103170453994246/?referrer_url_path=/nx/search/jobs/","We're building an agentic AI that connects with tools like Gmail, Notion, Slack, and DeFi dashboards to help users automate real work using LLMs and agents. We're looking for a QA tester with a strong understanding of LLM behavior to help us test and improve how Bhindi responds, executes workflows, and handles edge cases. What you'll do: - Test LLM outputs across various workflows - Identify hallucinations, bad logic, or unexpected results - Reproduce and clearly document bugs - Help create testing checklists and regression tests - Work closely with our engineering team to ship cleaner builds Ideal candidate: - Experience testing AI tools, chatbots, or agent workflows - Strong attention to detail and logical thinking - Familiarity with LLM quirks (e.g., OpenAI, Claude, etc.) - Able to test across web apps and multiple integrations Bonus: experience with productivity or SaaS tools","2025-05-28",""
"Full Stack Software Developer, PHP, CSS, JS, Agentic LangChain, LangGraph, WordPress - Full Time","$600K+
spent","Hourly: $3.00 - $105.00 Expert Est. time: More than 6 months, 30+ hrs/week","Yes","PHP, LangChain, CSS, JavaScript, Web Development","Yes","agentic ai","https://www.upwork.com/jobs/Full-Stack-Software-Developer-PHP-CSS-span-class-highlight-Agentic-span-LangChain-LangGraph-WordPress-Full-Time_~021925220671810841360/?referrer_url_path=/nx/search/jobs/","We are developing an innovative AI Tools website with various AI SaaS tools launched, and a user dashboard allowing users to utilize different tools. FULL TIME JOB: Starting with a Trial Period NO AGENCIES: We Do Not Review Any Agency Applications We are looking for a skilled full stock developer with very strong frontend design and development experience and skills to assist with the following Responsibilities: - Work on the frontend and backend of our WordPress-based website. - Implement and optimize user-facing features using raw HTML, CSS, and JavaScript. - Ensure the website is responsive, fast, and user-friendly. - Collaborate with our backend developer to integrate features smoothly. - Troubleshoot and debug any issues related to the frontend and backend of the site. - Ensure the design elements are consistent and align with our overall brand. - Create scenarios using automation software such as make.com - Work with Agentic development frameworks including LangChain and LangGraph for building intelligent, multi-step AI workflows. Requirements: - Fluent English speaking and writing - Proven experience in frontend development, especially with WordPress. - Expert in HTML, CSS, and JavaScript. - Expert in responsive design and cross-browser compatibility. - Expert in PHP for the backend. - Expert in UI/UX principles. - Expert in make.com and familiarity with Zapier - Familiarity with design tools like Figma and Photoshop. - Experience with AI-based applications and platforms. - Understanding of WordPress theme and plugin development. - Familiarity with other front-end and backend languages, tools, and software is preferred - Experience with Agentic AI development using LangChain and LangGraph is a plus. Thank you","2025-05-28",""
"Full Stack Software Developer, PHP, CSS, JS, Agentic LangChain, LangGraph, WordPress - Full Time","$600K+
spent","Hourly: $3.00 - $20.00 Expert Est. time: More than 6 months, 30+ hrs/week","Yes","PHP, LangChain, CSS, JavaScript, Web Development","Yes","agentic ai","https://www.upwork.com/jobs/Full-Stack-Software-Developer-PHP-CSS-span-class-highlight-Agentic-span-LangChain-LangGraph-WordPress-Full-Time_~021924748722756487548/?referrer_url_path=/nx/search/jobs/","We are developing an innovative AI Tools website with various AI SaaS tools launched, and a user dashboard allowing users to utilize different tools. FULL TIME JOB: Starting with a Trial Period NO AGENCIES: We Do Not Review Any Agency Applications We are looking for a skilled full stock developer with very strong frontend design and development experience and skills to assist with the following Responsibilities: - Work on the frontend and backend of our WordPress-based website. - Implement and optimize user-facing features using raw HTML, CSS, and JavaScript. - Ensure the website is responsive, fast, and user-friendly. - Collaborate with our backend developer to integrate features smoothly. - Troubleshoot and debug any issues related to the frontend and backend of the site. - Ensure the design elements are consistent and align with our overall brand. - Create scenarios using automation software such as make.com - Work with Agentic development frameworks including LangChain and LangGraph for building intelligent, multi-step AI workflows. Requirements: - Fluent English speaking and writing - Proven experience in frontend development, especially with WordPress. - Expert in HTML, CSS, and JavaScript. - Expert in responsive design and cross-browser compatibility. - Expert in PHP for the backend. - Expert in UI/UX principles. - Expert in make.com and familiarity with Zapier - Familiarity with design tools like Figma and Photoshop. - Experience with AI-based applications and platforms. - Understanding of WordPress theme and plugin development. - Familiarity with other front-end and backend languages, tools, and software is preferred - Experience with Agentic AI development using LangChain and LangGraph is a plus. Thank you","2025-05-28",""
"AI Agent Builder","$400K+
spent","Hourly: $15.00 - $30.00 Expert Est. time: More than 6 months, 30+ hrs/week","Yes","AI Chatbot, Artificial Intelligence, Data Mining, Python","No","agentic ai","https://www.upwork.com/jobs/span-class-highlight-span-span-class-highlight-Agent-span-Builder_~021921320727792770444/?referrer_url_path=/nx/search/jobs/","We are seeking a results-driven AI Automation Specialist with expertise in no-code/low-code platforms, API integrations, and AI agents to help us automate business workflows, integrate apps, and build systems that reduce manual work. You’ll work alongside leadership and operations teams to identify automation opportunities, design streamlined workflows, and implement effective, scalable solutions. ⸻ Key Responsibilities • Identify automation opportunities across business processes, especially in eCommerce, logistics, CRM, supply chain, and finance. • Design and implement automations using tools like [Make (Integromat), Zapier, n8n, Airtable, ClickUp, Xero, Shopify, Bill.com, Gmail, Slack, Google Sheets, and others]. • Leverage AI agents and tools (ChatGPT, Claude, Perplexity, etc.) to build smart assistants and task-specific bots. • Create API integrations between cloud platforms to sync data, trigger actions, and log activity. • Build intuitive dashboards and logging systems for visibility into automations. • Document workflows, standard operating procedures (SOPs), and provide training or handover materials. • Troubleshoot, debug, and refine automations for performance and reliability. ⸻ Preferred Qualifications • Proven experience in no-code/low-code automation tools (especially Make or Zapier). • Strong understanding of APIs, webhooks, and cloud system architecture. • Familiarity with AI-driven tools for productivity (ChatGPT API, LangChain, AutoGPT, etc.). • Experience integrating eCommerce, CRM, ERP, and finance platforms. • Ability to manage multiple projects with minimal oversight. • Excellent written and verbal communication skills. ⸻ Bonus Points If You Have • Experience with Shopify, Amazon Seller Central, ClickUp, Xero, or Klaviyo. • Experience building internal tools for sales, logistics, or warehouse operations. • Past work building automated agent workflows using AI copilots or chatbot frameworks. ⸻ Project Details • Workload: Part-time / Project-based with potential for ongoing work • Location: Remote • Start Date: Immediate • Compensation: Based on experience and project scope","2025-05-28",""
"Senior Data Scientist / GenAI Engineer","$400K+
spent","Hourly: $3.00 - $35.00 Expert Est. time: More than 6 months, 30+ hrs/week","Yes","Data Science, LLM Prompt Engineering, Biology, Drug Discovery, Chemistry","Yes","agentic ai","https://www.upwork.com/jobs/Senior-Data-Scientist-Gen-span-class-highlight-span-Engineer_~021927602878832793176/?referrer_url_path=/nx/search/jobs/","# Senior Data Scientist / GenAI Engineer (Agentic & Self-Learning Systems) ## Job Overview We're looking for a visionary Senior Data Scientist / GenAI Engineer to drive innovation in specialized, self-learning, agentic AI systems, transforming the landscape of biology and chemistry research. You'll leverage generative AI and advanced large language models (LLMs) to empower autonomous workflows, dynamic decision-making, and continual learning capabilities in complex scientific environments. ## Key Responsibilities * Architect and deploy cutting-edge, self-learning agentic AI models utilizing generative AI and LLMs. * Develop and enhance autonomous agentic workflows leveraging platforms such as AutoGen to solve complex biological and chemical challenges. * Lead experimental AI research aimed at building intelligent systems that adapt, learn, and self-optimize in real-time. * Collaborate closely with interdisciplinary teams (biology, chemistry, computational sciences) to embed intelligent AI systems seamlessly into scientific workflows. * Implement scalable, robust data pipelines tailored to dynamic, self-learning agent architectures. * Continuously evaluate model performance through rigorous experiments, ensuring adaptive improvements aligned with scientific discovery goals. * Stay at the forefront of agentic AI methodologies, contributing strategic insights to shape our organization's evolving AI landscape. * Mentor and develop talent within an innovative, autonomous, and collaborative research culture. ## Required Skills and Qualifications * 5+ years professional experience developing advanced AI, ML, or data science solutions. * Proven expertise designing and implementing generative AI solutions and large language models. * Hands-on experience with agentic systems, autonomous workflows, and frameworks such as AutoGen. * Proficiency with Python and ML frameworks (PyTorch, TensorFlow, Hugging Face). * Solid grounding in NLP, autonomous agents, and self-learning AI approaches. * Familiarity with modern cloud-based platforms (AWS SageMaker, Azure ML) for scalable AI deployments. * Demonstrated ability to conceptualize and execute innovative AI-driven solutions in complex scientific contexts. * Exceptional communication skills, effectively translating advanced technical concepts across interdisciplinary teams. * PhD or Master's degree in Computer Science, Data Science, AI, Computational Biology/Chemistry, or closely related fields. ## Preferred Qualifications * Expertise in MLOps, ensuring robust, scalable, and continuous deployment of self-learning systems. * Familiarity with ethical considerations and responsible AI practices, especially in sensitive scientific research contexts. * Record of peer-reviewed publications or conference presentations highlighting novel applications of agentic and generative AI. * Experience managing distributed computing environments and handling extensive scientific datasets. * Knowledge of containerization (Docker) and orchestration (Kubernetes) tools in production AI settings. We offer competitive compensation alongside the opportunity to drive pioneering advancements at the intersection of agentic AI, biology, and chemistry. Join us in redefining how specialized, autonomous AI systems accelerate scientific innovation.","2025-05-28",""
"AI Expert Wanted to Integrate Smart AI Agents Into Fast-Growing Marketing SaaS","$300K+
spent","Hourly: $25.00 - $47.00 Expert Est. time: More than 6 months, 30+ hrs/week","Yes","AI Agent Development, AI App Development, AI Model Integration","No","agentic ai","https://www.upwork.com/jobs/span-class-highlight-span-Expert-Wanted-Integrate-Smart-span-class-highlight-span-span-class-highlight-Agents-span-Into-Fast-Growing-Marketing-SaaS_~021922107809875240326/?referrer_url_path=/nx/search/jobs/","We’re looking for a seasoned AI expert who knows how to move fast and think creatively. Our SaaS helps entrepreneurs easily launch and manage their Facebook ads, and now we’re ready to inject AI into the experience in a meaningful way. We’re not looking for generic AI fluff. We want real intelligence built into the platform. Looking to have agents that assist, guide, analyze, predict, and improve the user journey and product results. Your role will be to: • Audit our current SaaS platform (built for running Facebook ads) • Identify areas where AI/agents can meaningfully improve the user experience or automate tasks • Propose specific AI agents or workflows (e.g. performance analysis, compliance review, campaign recommendations, ad image/text generation, etc.) • Collaborate with our dev team to scope and prioritize integrations • Help implement models, train/test agents, and advise on long-term AI strategy We’re looking for someone who: • Has real-world experience integrating AI/ML into SaaS products • Can recommend and work with existing APIs (OpenAI, Claude, Perplexity, etc.) or models when needed • Understands how to turn ambiguous goals into structured workflows and clear recommendations • Communicates clearly and can collaborate with both technical and non-technical team members. Bonus if you’ve worked on ad tech platforms, recommendation engines, or anything in the marketing automation space. To apply: Tell us about one AI use case you’ve built that made a real impact. Then share one idea you’d explore if hired to improve a Facebook ads SaaS product with AI. Looking forward to working with you!","2025-05-28",""
"CTO and Senior LLM Engineer (Building Multi-Agent LangChain Workflows)","$300K+
spent","Hourly: $20.00 - $200.00 Expert Est. time: More than 6 months, 30+ hrs/week","Yes","AI Agent Development, API Integration","No","agentic ai","https://www.upwork.com/jobs/CTO-and-Senior-LLM-Engineer-Building-Multi-span-class-highlight-Agent-span-LangChain-Workflows_~021909318573813481612/?referrer_url_path=/nx/search/jobs/","N1 Healthcare is redefining longevity medicine through advanced diagnostics, medical NLP, and LLM-powered health intelligence. We’re building a future where every patient receives a personalized, AI-generated health report informed by genomics, lab results, and clinical notes—securely and at scale. We’re seeking a hands-on Chief Technology Officer and Senior LLM Engineer to lead the company’s technical vision while actively building key systems, particularly multi-agent LLM workflows using LangChain. If you’re a rare blend of engineering leader and senior LLM engineer, this is your opportunity to lead one of the most ambitious AI healthcare initiatives in the world. To be considered for the role, please create a Loom video walking us through one project in which you personally designed and built a multi-agent system using LangChain. In your video, please cover the following: Number and type of agents used How the agents interacted and passed data Memory persistence strategy (e.g., Chroma, Redis, Pinecone, etc.) Your exact hands-on contributions (versus what your team handled) Tooling and infrastructure used, including vector stores, retrievers, and deployment stack Architectural overview – share diagrams or code snippets that show how you structured agent orchestration and memory Edge cases or bugs – explain the most difficult challenges you faced and how you solved them End users – who used the system, how it was tested, and how you gathered feedback or measured success Responsibilities: Technical Leadership + Strategic Execution Define and execute the company’s full-stack technology roadmap. Lead engineering teams across AI/NLP, cloud infrastructure, DevOps, and security. Collaborate directly with cross-functional leaders across medicine, operations, genomics, and product. Build a high-performance engineering culture centered on speed, rigor, and ownership. Hands-On AI Engineering Personally architect and build multi-agent LangChain workflows that parse, route, and synthesize medical data. Design agent interaction logic, memory persistence strategies, and modular pipelines to support diverse use cases (e.g., lab interpretation, genomic analysis, longitudinal data synthesis). Contribute code regularly—especially on AI pipeline design, vector store integration, and RAG optimization. Build custom tools and wrappers on top of LangChain agents, toolchains, and document loaders. What We’re Looking For: 10+ years of engineering experience, including at least 3 years leading technical teams. 3+ years of direct, hands-on experience building systems using LangChain, LLMs (e.g., GPT-4, Claude, LLaMA2), and vector search (Weaviate, Pinecone, etc.). Have personally built at least 2 multi-agent LangChain systems—not just reviewed code or managed teams. Deep understanding of agent orchestration, memory persistence (e.g., ChromaDB, Redis, or custom), and agent-to-agent communication flows. Proficiency in Python, FastAPI, Hugging Face Transformers, and common MLOps frameworks. Strong grasp of data security and regulatory compliance Track record of delivering scalable, production-ready AI systems—especially in healthcare or regulated industries. Why N1 Healthcare? Lead the full AI/engineering stack of a high-impact longevity medicine company. Work with a world-class team of medical and AI experts. Build transformative systems that improve health outcomes for real patients. Competitive compensation, equity, and remote flexibility. Own the tech roadmap and shape the future of AI in healthcare.","2025-05-28",""
"🚀 We’re Hiring: AI Agent Developer (Lindy.ai Specialist) 🚀","$300K+
spent","Hourly: $30.00 - $60.00 Expert Est. time: 1 to 3 months, 30+ hrs/week","Yes","AI Agent Development, AI Development, AI Bot, Artificial Intelligence","No","agentic ai","https://www.upwork.com/jobs/Hiring-span-class-highlight-span-span-class-highlight-Agent-span-Developer-Lindy-span-class-highlight-span-Specialist_~021919123043081057730/?referrer_url_path=/nx/search/jobs/","We are seeking a highly skilled AI Agent Developer with proven experience on Lindy.ai to help us build a cutting-edge AI Sales & Recruitment Agent. ✅ What You’ll Do: Design and deploy an AI agent on Lindy.ai focused on recruitment and lead generation Automate outreach, follow-ups, and candidate engagement Collaborate with our team to fine-tune messaging, workflows, and sales funnels Optimize the agent for performance, conversions, and seamless user experience ✅ Requirements: Hands-on experience with Lindy.ai and building/optimizing AI agents Strong understanding of AI sales, recruitment, and automation strategies Ability to integrate with CRM systems and lead databases Excellent communication and problem-solving skills","2025-05-28",""
"🚀 Backend Data Engineer for Fast-Growing AI Startup (Python, ETL, LangChain) + front end is a plus","$300K+
spent","Hourly: $20.00 - $40.00 Expert Est. time: More than 6 months, 30+ hrs/week","Yes","Python, PostgreSQL, API, SQL, React, Amazon Web Services","No","agentic ai","https://www.upwork.com/jobs/Backend-Data-Engineer-for-Fast-Growing-span-class-highlight-span-Startup-Python-ETL-LangChain-front-end-plus_~021915087339414857886/?referrer_url_path=/nx/search/jobs/","Description: We're an early-stage startup building cutting-edge AI-powered tools for B2B sales and growth. We're looking for a responsible, proactive, and ambitious Data Engineer who’s hungry for impact and ready to scale with us. You'll be working closely with our founding team to shape core data pipelines, process large datasets, and support the backend of our AI agents using Python and Langchain. You should be excited about startup life, comfortable wearing multiple hats, and able to take full ownership of your tasks. 🛠 What We're Looking For: Strong Python skills Solid experience with Pandas for data manipulation Proven ETL pipeline development (bonus if it's built around Pandas workflows) Familiarity with AI/LLM workflows Experience with LangChain or LangGraph for building agentic systems 🌟 Bonus Points For: Experience with Playwright (for browser automation or scraping) Exposure to React and Node.js (helps if you understand the frontend/backend flow) 💼 You Are: Self-motivated and take ownership Organized and reliable with timelines Startup-minded – you move fast, learn fast, and adapt even faster Genuinely curious and love solving hard problems 🧠 About Us: We're building something special! You’ll be joining at an exciting time with lots of room to grow. checkout convrt.ai","2025-05-28",""
"AI Agent Developer for Finding SEO Content Opportunities.","$300K+
spent","Hourly: $30.00 - $60.00 Expert Est. time: 1 to 3 months, Hours to be determined","Yes","AI Agent Development, n8n","No","agentic ai","https://www.upwork.com/jobs/span-class-highlight-span-span-class-highlight-Agent-span-Developer-for-Finding-SEO-Content-Opportunities_~021925522520910561166/?referrer_url_path=/nx/search/jobs/","We’re seeking a technically proficient and forward-thinking AI Agent Developer to build an internal automation system that identifies bottom-of-funnel SEO content opportunities. The goal is to systematize a currently manual process involving keyword research, content gap analysis, and competitor comparison. Ultimately to surface high-value service or category page ideas for different types of websites (eCommerce, SaaS, service businesses, etc.). This is not your typical chatbot role. This is about building a smart, practical research agent that can simulate how an expert SEO would think, segment, and prioritize BOFU content recommendations. We can provide more info and detailed guidance. As for the technology, we will provide all the necessary APIs. But we want your help picking the best platform for the job. (Example self hosted n8n or some other solution) We are not looking for someone to code the entire thing as it would be complex and take a lot of time. Our first preference is always to use an off the shelf platform to try and achieve our goals. Please apply only if you have extensive AI Agent development experience and past work samples.","2025-05-28",""
"Build Advanced Private Custom GPT + AI Agent (Internal Company Use + Salesforce Integration)","$300K+
spent","Hourly: $30.00 - $120.00 Expert Est. time: More than 6 months, 30+ hrs/week","Yes","AI Agent Development, AI App Development, AI Bot, AI Model Development","No","agentic ai","https://www.upwork.com/jobs/Build-Advanced-Private-Custom-GPT-span-class-highlight-span-span-class-highlight-Agent-span-Internal-Company-Use-Salesforce-Integration_~021918267018246390822/?referrer_url_path=/nx/search/jobs/","We are seeking an expert AI Developer/Engineer who can design and build: • A private, company-only Custom GPT (internal team use only, secure and integrated). • An advanced AI agent capable of executing multi-step autonomous tasks and integrating with Salesforce and other internal tools. This is a contract role with immediate start, with strong potential for ongoing work if successful. ⸻ Scope of Work Custom GPT • Build a secure Custom GPT with Workspace-only access or equivalent restricted use. • Ensure proper enterprise privacy, authentication (SSO or equivalent), and limited user access. • Integrate into company platforms (Slack, Notion, Salesforce). AI Agent Development • Architect and build a scalable AI agent using agent frameworks like LangChain, AutoGen, CrewAI, etc. • Enable complex workflows: multi-step actions, API calls, decision trees. • Integrate agent directly with company tools and Salesforce. • Implement logging, monitoring, and optimization for performance. Collaboration • Work closely with our internal team of AI and operations experts. • Demonstrate and document all work — this is NOT a “prompt only” project. • Must show how things are built for review and quality control. ⸻ Requirements • Proven experience building Custom GPTs (ChatGPT, Assistants API or equivalent). • Proven experience building AI Agents with LangChain, CrewAI, AutoGen, or equivalent frameworks. • Strong backend development skills (Python preferred). • API development and integration experience (especially Salesforce and similar CRMs). • Ability to design secure, enterprise-grade AI solutions (private, authenticated, workspace-only access). Bonus: • Experience integrating AI agents with tools like Slack, Notion, Zapier, or n8n. ⸻ Important Note (Please Read Before Applying) We are only looking for candidates who have hands-on experience actually building Custom GPTs and AI Agents. If you think you can “just use AI to build AI” — this project is not for you. We have a team of AI experts and engineers who will collaborate with you. You must be able to show your work, explain how things are built, and be deeply involved in the development process. This is a technical and collaborative role — only serious and qualified candidates should apply. ⸻ When applying, please include: • A short introduction and relevant experience with Custom GPTs and AI agents. • Portfolio or examples of past work (required). • Proposed project rate and availability. ⸻ We are ready to start immediately with the right person. Let’s build something great together.","2025-05-28",""
"AI Workflow Automation Developer / n8n Expert Needed","$300K+
spent","Hourly Expert Est. time: More than 6 months, 30+ hrs/week","Yes","AI Builder, Artificial Intelligence, AI Agent Development, AI Bot, n8n","No","agentic ai","https://www.upwork.com/jobs/span-class-highlight-span-Workflow-Automation-Developer-n8n-Expert-Needed_~021907620634309831048/?referrer_url_path=/nx/search/jobs/","We are seeking a skilled AI Workflow Automation Developer with a proven track record in utilizing n8n to optimize and enhance our business operations. The right candidate will possess a solid foundation in creating, executing, and refining automation workflows that leverage AI technologies. Your role will involve working collaboratively with our team to discover areas for automation and to craft innovative solutions that drive efficiency and boost productivity. If you are enthusiastic about automation and have in-depth knowledge of n8n, we would love to connect with you! We're creating fully automated, agentic businesses capable of operating end-to-end without human oversight. Our current focus involves sophisticated integrations and complete workflow automation leveraging advanced AI and automation technologies. + Connecting and orchestrating APIs seamlessly across various SaaS platforms (HighLevel, Closebot, Airtable, Slack, CRM systems, payment gateways, etc.) + Automating lead generation, sales funnels, customer onboarding, and affiliate tracking processes Technical Requirements: + Proven experience building complex automation systems using n8n or an equivalent tool + Advanced proficiency in JavaScript/Node.js and familiarity with Python for API integrations + Deep understanding of REST APIs, JSON, Webhooks, OAuth, and other integration protocols + Expertise with cloud infrastructure (AWS, Google Cloud, or Azure) + Experience in building scalable, efficient, and maintainable automation frameworks Role Responsibilities: + Architecting, implementing, and maintaining automated workflows for AI-driven businesses + Integrating marketing automation tools, payment processors, CRM, and analytics platforms + Proactively identifying automation bottlenecks and opportunities for further enhancements + Collaborating asynchronously with an agile, technically sophisticated, globally distributed team Why Join Us: + Work at the forefront of AI and automation to develop truly innovative, agentic business models + Long-term engagement with substantial growth potential + Flexible, remote-first culture emphasizing autonomy and results + Competitive compensation and recognition for significant contributions Please tell us about relevant automation projects, specifically highlighting your experience with n8n, and a short summary of your approach to developing fully automated workflows. Find more information about working with us here: https://16x9.ai/ai-team","2025-05-28",""
"UX Designer - User Journey & Product Design Specialist for AI Assistant","$200K+
spent","Hourly: $20.00 - $60.00 Expert Est. time: 1 to 3 months, 30+ hrs/week","Yes","Product Design, Product Research, Tech & IT, User Experience Design","No","agentic ai","https://www.upwork.com/jobs/Designer-User-Journey-amp-Product-Design-Specialist-for-span-class-highlight-span-Assistant_~021918305311191426034/?referrer_url_path=/nx/search/jobs/","We have created a next generation lifelike AI assistant (www.aphra.me). The assistant is designed to be multipurpose, to support our users in their daily life. The product is out in its initial release, with a live mobile app, desktop app and webapp. It is also functional with a focus on achieving assistance in the following key areas: - Time Management - Information Retrieval - Task Automation & Support To achieve these goals, the assistant has a full voice/text chat experience, as well as agentic workflows to help the user. With live connections to email and calendar connection, LLM access, Google access, Weather, Youtube and other information sources. The problem I have is, that I have not designed the user journeys properly, so I feel that our design is not delivering the results that it is able to, and is at risk of becoming too complex. As a result, I am looking for some to come and help build out a more structured framework of user journeys, or JTBD frameworks, so that we can refine our design, to ensure that the users get sufficient value from the product. The output is: - Map out the user journeys, and goals - Provide initial design improvements, based off of those designs, for the mobile & desktop app - Start to build out a user testing framework, which we can then use to conduct some well structured user testing on Maze or other such tools Post this phase, then we will tweak the design again, and continue to iterate, with full product analytics to support us. We have a great product designer already, but I think that I have not done the best job in clearly laying out the user journeys etc. If this sounds like a challenge you are up for, then it is an opportunity to help propel our amazing assistant to great heights. Please reply with some relevant experience.","2025-05-28",""
